student_id,name,attendance,avg_grade,infractions,gender,support,mode,dropout_risk,program
STU0405,Student 405,63.2,5.8,2,M,high,full_time,1,Computer Science
STU0406,Student 406,79.3,5.6,0,M,high,full_time,0,Engineering
STU0407,Student 407,54.0,3.5,2,M,high,full_time,1,Computer Science
STU0408,Student 408,67.9,6.6,0,F,medium,full_time,0,Engineering
STU0409,Student 409,71.8,6.5,0,F,medium,full_time,0,Science
STU0410,Student 410,77.7,8.7,2,F,high,full_time,0,Arts
STU0411,Student 411,80.7,5.0,1,M,medium,full_time,1,Education
STU0412,Student 412,53.1,5.8,3,F,medium,full_time,1,Education
STU0413,Student 413,47.0,5.9,2,M,medium,full_time,1,Business
STU0414,Student 414,89.2,7.9,3,F,medium,full_time,0,Computer Science
STU0415,Student 415,75.0,5.4,0,F,medium,full_time,1,Education
STU0416,Student 416,58.8,5.9,2,F,low,part_time,2,Science
STU0417,Student 417,93.3,6.4,0,F,high,full_time,0,Arts
STU0418,Student 418,71.7,5.8,0,F,low,full_time,1,Science
STU0419,Student 419,87.7,4.8,1,M,medium,full_time,1,Computer Science
STU0420,Student 420,71.0,5.8,1,F,medium,full_time,1,Business
STU0421,Student 421,100.0,7.1,1,M,low,full_time,0,Education
STU0422,Student 422,96.3,4.0,1,F,low,part_time,2,Science
STU0423,Student 423,66.3,5.7,1,M,low,full_time,1,Engineering
STU0424,Student 424,84.6,4.4,3,M,high,part_time,1,Arts
STU0425,Student 425,79.7,7.3,1,M,medium,full_time,0,Science
STU0426,Student 426,70.5,1.2,4,M,high,full_time,2,Arts
STU0427,Student 427,35.5,2.7,1,M,medium,full_time,1,Education
STU0428,Student 428,60.3,4.1,2,F,medium,part_time,2,Engineering
STU0429,Student 429,65.9,5.8,1,M,medium,full_time,0,Business
STU0430,Student 430,23.6,3.4,1,M,medium,full_time,2,Business
STU0431,Student 431,32.3,2.7,2,F,high,full_time,2,Engineering
STU0432,Student 432,19.4,6.3,3,M,medium,full_time,2,Arts
STU0433,Student 433,46.0,1.3,1,F,medium,full_time,2,Education
STU0434,Student 434,60.8,0.2,4,F,high,full_time,2,Science
STU0435,Student 435,72.5,4.2,1,F,high,full_time,1,Engineering
STU0436,Student 436,51.1,2.7,1,F,high,full_time,1,Computer Science
STU0437,Student 437,74.4,2.0,3,M,medium,full_time,1,Arts
STU0438,Student 438,29.3,4.6,1,F,high,part_time,2,Business
STU0439,Student 439,24.4,3.9,1,M,medium,part_time,2,Engineering
STU0440,Student 440,49.2,2.7,2,M,medium,part_time,2,Business
STU0441,Student 441,55.8,1.6,1,F,medium,full_time,1,Arts
STU0442,Student 442,49.5,4.8,3,M,medium,full_time,1,Business
STU0443,Student 443,19.0,4.5,2,F,low,full_time,2,Engineering
STU0444,Student 444,48.7,3.4,1,F,medium,full_time,1,Arts
STU0445,Student 445,30.4,6.3,4,F,high,full_time,2,Computer Science
STU0446,Student 446,60.0,1.9,2,F,medium,full_time,1,Engineering
STU0447,Student 447,55.5,1.2,1,M,low,full_time,2,Science
STU0448,Student 448,35.9,2.5,3,M,low,full_time,2,Education
STU0449,Student 449,42.3,3.4,1,F,high,part_time,2,Engineering
STU0450,Student 450,34.1,3.9,4,M,medium,full_time,1,Arts
STU0451,Student 451,49.1,3.1,3,F,medium,full_time,2,Education
STU0452,Student 452,64.3,4.0,2,F,high,full_time,1,Engineering
STU0453,Student 453,35.2,1.6,5,F,high,full_time,2,Computer Science
STU0454,Student 454,57.6,5.7,3,M,medium,full_time,1,Computer Science
STU0455,Student 455,42.0,3.4,3,M,medium,part_time,2,Science
STU0456,Student 456,38.1,5.2,3,M,high,part_time,2,Business
STU0457,Student 457,48.4,4.0,4,M,medium,full_time,2,Education
STU0458,Student 458,34.5,4.2,1,F,low,part_time,2,Arts
STU0459,Student 459,41.7,4.4,3,M,high,part_time,2,Arts
STU0460,Student 460,32.0,4.2,7,M,medium,part_time,2,Business
STU0461,Student 461,79.5,4.5,3,M,medium,part_time,2,Computer Science
STU0462,Student 462,50.5,5.5,5,F,medium,full_time,1,Computer Science
STU0463,Student 463,39.5,3.8,2,F,low,full_time,2,Engineering
STU0464,Student 464,53.2,4.6,3,M,low,full_time,2,Science
STU0465,Student 465,48.3,3.4,1,M,high,full_time,1,Education
STU0466,Student 466,46.7,5.7,5,M,low,part_time,2,Science
STU0467,Student 467,59.2,2.5,4,M,medium,full_time,2,Science
STU0468,Student 468,61.4,6.2,3,F,medium,full_time,1,Engineering
STU0469,Student 469,42.0,3.4,7,F,low,part_time,2,Science
STU0470,Student 470,41.4,1.4,4,M,high,part_time,2,Business
STU0471,Student 471,45.9,3.7,7,M,medium,part_time,2,Engineering
STU0472,Student 472,15.5,2.5,5,F,medium,full_time,2,Business
STU0473,Student 473,27.3,4.8,2,M,medium,full_time,2,Engineering
STU0474,Student 474,70.5,2.5,1,F,medium,full_time,2,Science
STU0475,Student 475,74.7,2.8,6,M,low,full_time,2,Business
STU0476,Student 476,46.3,0.7,2,M,high,full_time,2,Business
STU0477,Student 477,58.6,2.8,3,M,high,full_time,2,Business
STU0478,Student 478,54.7,0.0,3,M,medium,part_time,2,Engineering
STU0479,Student 479,96.2,1.1,3,F,medium,full_time,2,Arts
STU0480,Student 480,66.8,4.6,4,M,high,full_time,1,Science
STU0481,Student 481,48.1,4.7,9,M,high,full_time,2,Business
STU0482,Student 482,35.7,4.1,4,M,medium,full_time,2,Education
STU0483,Student 483,25.9,2.0,4,M,medium,full_time,2,Arts
STU0484,Student 484,53.1,3.4,7,M,medium,part_time,2,Education
STU0485,Student 485,38.7,3.5,7,M,high,full_time,2,Science
STU0486,Student 486,28.7,1.8,4,F,high,part_time,2,Science
STU0487,Student 487,40.3,5.8,3,M,low,full_time,2,Business
STU0488,Student 488,33.8,4.8,6,M,medium,part_time,2,Business
STU0489,Student 489,75.3,3.2,6,F,high,full_time,1,Engineering
STU0490,Student 490,63.2,3.5,0,M,high,full_time,1,Arts
STU0491,Student 491,49.9,3.8,3,F,high,full_time,1,Arts
STU0492,Student 492,72.2,0.4,5,M,high,part_time,2,Business
STU0493,Student 493,51.2,3.1,4,F,medium,full_time,2,Science
STU0494,Student 494,37.1,2.5,3,F,medium,full_time,2,Business
STU0495,Student 495,72.8,2.0,3,F,medium,part_time,2,Science
STU0496,Student 496,58.1,3.1,7,F,low,part_time,2,Science
STU0497,Student 497,34.4,6.2,3,M,medium,full_time,2,Business
STU0498,Student 498,47.1,4.5,3,F,high,full_time,2,Computer Science
STU0499,Student 499,36.9,2.6,3,M,low,full_time,2,Arts
STU0500,Student 500,29.3,4.4,6,M,high,full_time,2,Education
